university,year,coord,country,latitude,longitude
University of Tirana,1957,Point(19.821944444 41.317777777),Albania,41.317777777,19.821944444
Central Christian College of the Bible,1957,Point(-92.4271 39.396),United States,39.396,-92.4271
Ulyanovsk State Technical University,1957,Point(48.3897278 54.3512389),Russia,54.3512389,48.3897278
National Taiwan College of Performing Arts,1957,Point(121.587 25.0819),Taiwan,25.0819,121.587
Assiut University,1957,Point(31.17027778 27.18777778),Egypt,27.18777778,31.17027778
"Autonomous University of Baja California, Campus Mexicali",1957,Point(-115.444435 32.632199),Mexico,32.632199,-115.444435
Autonomous University of Baja California,1957,Point(-115.469 32.6634),Mexico,32.6634,-115.469
Autonomous University of Coahuila,1957,Point(-101.416 26.9457),Mexico,26.9457,-101.416
"California State University, Fullerton",1957,Point(-117.885277777 33.880555555),United States,33.880555555,-117.885277777
"California State University, East Bay",1957,Point(-122.057777777 37.656944444),United States,37.656944444,-122.057777777
Concordia Senior College,1957,Point(-85.109111111 41.139333333),United States,41.139333333,-85.109111111
"California State University, Stanislaus",1957,Point(-120.855833333 37.525),United States,37.525,-120.855833333
Almaty Technological University,1957,Point(76.926666 43.252414),Soviet Union,43.252414,76.926666
La Salette of Roxas,1957,Point(121.61979 17.1163),Philippines,17.1163,121.61979
Gorgan University,1957,Point(54.439511 36.842257),Iran,36.842257,54.439511
Padjadjaran University,1957,Point(107.774694 -6.926139),Indonesia,-6.926139,107.774694
West Virginia University School of Dentistry,1957,Point(-79.957444 39.653694),United States,39.653694,-79.957444
Triveni Devi Bhalotia College,1957,Point(87.1181173 23.6168922),India,23.6168922,87.1181173
Binalbagan Catholic College,1957,Point(122.86446 10.19621),Philippines,10.19621,122.86446
University of Baghdad,1957,Point(44.381719444 33.270111111),Iraq,33.270111111,44.381719444
Missouri Baptist University,1957,Point(-90.4622 38.6417),United States,38.6417,-90.4622
Mariupol Training School for Police Officers,1957,Point(37.527 47.113),Ukraine,47.113,37.527
Army Academy R.O.C.,1957,Point(121.26 24.9391),Taiwan,24.9391,121.26
Jakarta State Islamic University,1957,Point(106.756146 -6.3066928),Indonesia,-6.3066928,106.756146
Université Catholique du Congo,1957,Point(15.32597 -4.34113),Democratic Republic of the Congo,-4.34113,15.32597
Ohio University Eastern Campus,1957,Point(-80.976098 40.073985),United States,40.073985,-80.976098
Military University of Radioelectronics,1957,Point(37.9 59.116666666),Russia,59.116666666,37.9
Jamshedpur Worker’s College,1957,Point(86.2077488 22.8199674),India,22.8199674,86.2077488
Notre Dame of Isulan,1957,Point(124.597814 6.632264),Philippines,6.632264,124.597814
St. Pius X Seminary,1957,Point(122.75674 11.5682),Philippines,11.5682,122.75674
St. John's Cathedral School,1957,Point(120.335186 16.042087),,16.042087,120.335186
Sree Narayana Polytechnic College Kottiyam,1957,Point(76.6761 8.85722),India,8.85722,76.6761
Bratsk State University,1957,Point(101.75777778 56.30888889),Russia,56.30888889,101.75777778
George Mason University,1957,Point(-77.3075 38.8308),United States,38.8308,-77.3075
"Government Polytechnic, Pune",1957,Point(73.831950809 18.53883635),India,18.53883635,73.831950809
Mohammed V University,1957,Point(-6.84382 33.99833),Morocco,33.99833,-6.84382
Dalat University,1957,Point(108.44285833 11.95563889),Vietnam,11.95563889,108.44285833
King Saud University,1957,Point(46.627 24.722),Saudi Arabia,24.722,46.627
Atatürk University,1957,Point(41.2486 39.8988),Turkey,39.8988,41.2486
Saint Columban College,1957,Point(123.4388 7.82655),Philippines,7.82655,123.4388
Université Cheikh Anta Diop,1957,Point(-17.463338 14.686955),Senegal,14.686955,-17.463338
Allameh Tabataba'i University,1957,Point(51.26 35.76),Iran,35.76,51.26
I. Ya. Horbachevsky Ternopil National Medical University of Ministry of Health Care of Ukraine,1957,Point(25.590636111 49.551969444),Ukraine,49.551969444,25.590636111
Kabardino-Balkarian State University,1957,Point(43.59583 43.49444),Russia,43.49444,43.59583
Yonsei University,1957,Point(126.936944444 37.560277777),South Korea,37.560277777,126.936944444
Deen Dayal Upadhyay Gorakhpur University,1957,Point(83.38083 26.74818),India,26.74818,83.38083
Universidad Católica de Santa Fe,1957,Point(-60.670983872 -31.60583276),Argentina,-31.60583276,-60.670983872
University of Hartford,1957,Point(-72.714 41.8009),United States,41.8009,-72.714
Lubbock Christian University,1957,Point(-101.934 33.5736),United States,33.5736,-101.934
University of Arts in Belgrade,1957,Point(20.450833333 44.818055555),Serbia,44.818055555,20.450833333
Instituto Tecnológico y de Estudios Superiores de Occidente,1957,Point(-103.417 20.6084),Mexico,20.6084,-103.417
Al-Jamiah Al-Islamiah Obaidia Nanupur,1957,Point(91.8415 22.6262),Bangladesh,22.6262,91.8415
CUOA Foundation,1957,Point(11.46638889 45.50944444),Italy,45.50944444,11.46638889
"Balakovo Institute of Engineering, Technology and Management",1957,Point(47.77125001 52.02105557),Russia,52.02105557,47.77125001
North Sumatra Muhammadiyah University,1957,Point(98.6758398 3.6143884),Indonesia,3.6143884,98.6758398
Stony Brook University,1957,Point(-73.1245537 40.9173205),United States,40.9173205,-73.1245537
Pannalal Girdharlal Dayanand Anglo Vedic College,1957,Point(77.249792 28.5672882),India,28.5672882,77.249792
Buxi Jagabandhu Bidyadhar College,1957,Point(85.841852 20.253524),India,20.253524,85.841852
Donbas State Technical University,1957,Point(38.42022 48.91314),Ukraine,48.91314,38.42022
Diponegoro University,1957,Point(110.438 -7.049),Indonesia,-7.049,110.438
Kurukshetra University,1957,Point(76.815833333 29.957777777),India,29.957777777,76.815833333
University of North Sumatra,1957,Point(98.656333333 3.561722222),Indonesia,3.561722222,98.656333333
Primorskaya State Academy of Agriculture,1957,Point(131.983358 43.806319),Russia,43.806319,131.983358
Allegheny Wesleyan College,1957,Point(-80.86013889 40.86733333),United States,40.86733333,-80.86013889
Kanazawa Institute of Technology,1957,Point(136.62719444 36.52991667),Japan,36.52991667,136.62719444
Francis Marion University,1957,Point(-79.653282 34.191358),United States,34.191358,-79.653282
Oakland University,1957,Point(-83.215776 42.672659),United States,42.672659,-83.215776
Karnataka Institute of Medical Sciences,1957,Point(75.130715 15.361789),India,15.361789,75.130715
Shanxi Mining Institute,1958,Point(112.523131 37.854453),People's Republic of China,37.854453,112.523131
Monash University,1958,Point(145.138055555 -37.908333333),Australia,-37.908333333,145.138055555
Shanxi Normal University,1958,Point(112.656988888 37.742927777),People's Republic of China,37.742927777,112.656988888
Florida Institute of Technology,1958,Point(-80.624483333 28.065772222),United States,28.065772222,-80.624483333
Grodno State Medical University,1958,Point(23.8172 53.7007),Belarus,53.7007,23.8172
Ningxia University,1958,Point(106.137 38.5364),People's Republic of China,38.5364,106.137
"University Institute of Chemical Engineering and Technology, Panjab University",1958,Point(86.5545541 23.82989),India,23.82989,86.5545541
Jishou University,1958,Point(109.721872 28.287414),People's Republic of China,28.287414,109.721872
Jaime Bausate y Meza University,1958,Point(-77.05483 -12.08504),Peru,-12.08504,-77.05483
Henan University of Chinese Medicine,1958,Point(113.8058 34.7795),People's Republic of China,34.7795,113.8058
Tarim University,1958,Point(81.29527778 40.54),People's Republic of China,40.54,81.29527778
Alvernia University,1958,Point(-75.935 40.31),United States,40.31,-75.935
Technological Institute of Celaya,1958,Point(-100.8166667 20.5375),Mexico,20.5375,-100.8166667
Tianjin University of Finance and Economics,1958,Point(117.274439878 39.062857259),People's Republic of China,39.062857259,117.274439878
Suzhou University of Technology,1958,Point(120.777948 31.588372),People's Republic of China,31.588372,120.777948
Shih Chien University,1958,Point(121.546 25.0892),Taiwan,25.0892,121.546
Changchun Normal University,1958,Point(125.398283 43.912782),People's Republic of China,43.912782,125.398283
Dalian Polytechnic University,1958,Point(121.531 38.9711),People's Republic of China,38.9711,121.531
Virgen Milagrosa University Foundation,1958,Point(120.34141 15.91897),Philippines,15.91897,120.34141
Armed Forces Academies Preparatory School,1958,Point(101.1325 14.30388889),Thailand,14.30388889,101.1325
PLA Academy of Military Science,1958,Point(116.255467 40.005858),People's Republic of China,40.005858,116.255467
Singapore Aviation Academy,1958,Point(103.983 1.38333),Singapore,1.38333,103.983
Air Force Command College,1958,Point(116.278519 39.968061),People's Republic of China,39.968061,116.278519
Q127256645,1958,Point(-50.4373717 -22.6494359),Brazil,-22.6494359,-50.4373717
Tambov State Technical University,1958,Point(41.4553 52.7242),Russia,52.7242,41.4553
Daejeon Theological University,1958,Point(127.4235 36.350527777),South Korea,36.350527777,127.4235
Brandman University,1958,Point(-117.769 33.656),United States,33.656,-117.769
University of Asmara,1958,Point(38.9275 15.3425),Eritrea,15.3425,38.9275
Pontifícia Universidade Católica de Minas Gerais,1958,Point(-43.9907332 -19.9236829),Brazil,-19.9236829,-43.9907332
Liaoning University of Traditional Chinese Medicine,1958,Point(123.4315494 41.8316228),People's Republic of China,41.8316228,123.4315494
Pontifical Catholic University of Argentina,1958,Point(-58.50986111 -34.5935),Argentina,-34.5935,-58.50986111
Fooyin University,1958,Point(120.3875 22.604166666),Taiwan,22.604166666,120.3875
Wuhan Textile University,1958,Point(114.387089 30.486025),People's Republic of China,30.486025,114.387089
Universitas 17 Agustus 1945 Surabaya,1958,Point(112.76675 -7.298472222),Indonesia,-7.298472222,112.76675
Shaoyang University,1958,Point(111.436 27.2035),People's Republic of China,27.2035,111.436
Fujian University of Traditional Chinese Medicine,1958,Point(119.181 26.0733),People's Republic of China,26.0733,119.181
Walsh University,1958,Point(-81.370833 40.873611),United States,40.873611,-81.370833
Shaanxi University of Science and Technology,1958,Point(108.978519 34.381158),People's Republic of China,34.381158,108.978519
Anhui Jianzhu University,1958,Point(117.22368 31.74404),People's Republic of China,31.74404,117.22368
Guangdong Pharmaceutical University,1958,Point(113.412 22.4767),People's Republic of China,22.4767,113.412
Shandong University of Traditional Chinese Medicine,1958,Point(117.040305555 36.65015),People's Republic of China,36.65015,117.040305555
Indian Institute of Technology Bombay,1958,Point(72.916944444 19.133611111),India,19.133611111,72.916944444
Anadolu University,1958,Point(30.4997 39.7914),Turkey,39.7914,30.4997
École nationale supérieure d'électronique et de radioélectricité de Grenoble,1958,Point(5.7099 45.1957),France,45.1957,5.7099
Pacific State Medical University,1958,Point(131.547 43.751),Russia,43.751,131.547
Pacific National University,1958,Point(135.052778 48.530833),Russia,48.530833,135.052778
Assumption College of Davao,1958,Point(125.62411 7.08813),Philippines,7.08813,125.62411
Huaihua University,1958,Point(110.023 27.5762),People's Republic of China,27.5762,110.023
Athens Technical College,1958,Point(-83.3397 33.9894),United States,33.9894,-83.3397
University of Magdalena,1958,Point(-74.1862 11.22157),Colombia,11.22157,-74.1862
English and Foreign Languages University,1958,Point(78.5244 17.424),India,17.424,78.5244
Vakalo Art & Design College,1958,Point(23.74972 37.987946944),Greece,37.987946944,23.74972
University of Aleppo,1958,Point(37.12001 36.20997),Syria,36.20997,37.12001
Kamchatka State University,1958,Point(158.6464 53.0206),Russia,53.0206,158.6464
Shandong First Medical University,1958,Point(116.86144 36.67943),People's Republic of China,36.67943,116.86144
Guangxi University of Science and Technology,1958,Point(109.440111111 24.335472222),People's Republic of China,24.335472222,109.440111111
Guangdong University of Technology,1958,Point(113.396 23.039),People's Republic of China,23.039,113.396
National Chiao Tung University,1958,Point(120.9847659 24.795861),Taiwan,24.795861,120.9847659
Escuela Superior Politécnica del Litoral,1958,Point(-79.84666667 -2.12555556),Ecuador,-2.12555556,-79.84666667
Hubei University of Chinese Medicine,1958,Point(114.26435 30.45038),People's Republic of China,30.45038,114.26435
Universitas Nahdlatul Ulama Surakarta,1958,Point(110.8034998 -7.5700383),Indonesia,-7.5700383,110.8034998
Guizhou University of Finance and Economics,1958,Point(106.635638 26.387976),People's Republic of China,26.387976,106.635638
Xi'an University of Science and Technology,1958,Point(108.961991 34.234501),People's Republic of China,34.234501,108.961991
EFLU Malappuram Campus,1958,Point(78.5244 17.424),India,17.424,78.5244
Xiangtan University,1958,Point(112.8572 27.8863),People's Republic of China,27.8863,112.8572
University of New Orleans,1958,Point(-90.0671 30.0275),United States,30.0275,-90.0671
Amirkabir University of Technology,1958,Point(51.409 35.704402777),Iran,35.704402777,51.409
Hunan University of Arts and Science,1958,Point(111.66666667 29.05166667),People's Republic of China,29.05166667,111.66666667
Federal University of Rio Grande do Norte,1958,Point(-35.2016966 -5.839721),Brazil,-5.839721,-35.2016966
Vladimir State University,1958,Point(40.37916668 56.1463889),Russia,56.1463889,40.37916668
Columbus State University,1958,Point(-84.9422 32.5014),United States,32.5014,-84.9422
Bandung Islamic University,1958,Point(107.608751 -6.903585),Indonesia,-6.903585,107.608751
University of Science and Technology of China,1958,Point(117.258888888 31.841666666),People's Republic of China,31.841666666,117.258888888
Vet Tech Institute at Bradford School,1958,Point(-82.911944 40.023611),United States,40.023611,-82.911944
Gannan Normal University,1958,Point(114.888216 25.790644),People's Republic of China,25.790644,114.888216
University of Oulu,1958,Point(25.45 65.066666666),Finland,65.066666666,25.45
Xizang Minzu University,1958,Point(108.728177777 34.349583333),People's Republic of China,34.349583333,108.728177777
Universidad de Oriente,1958,Point(-64.157222222 10.469166666),Venezuela,10.469166666,-64.157222222
La Salle Academy,1958,Point(124.24709 8.23224),Philippines,8.23224,124.24709
New Mexico State University Alamogordo,1958,Point(-105.9257 32.9191),United States,32.9191,-105.9257
Kent State University at Ashtabula,1958,Point(-80.8318 41.8887),United States,41.8887,-80.8318
Institute of Economic Growth,1958,Point(77.2090885 28.6820979),India,28.6820979,77.2090885
Notre Dame of Genio Edcor,1958,Point(124.54809 7.3843),Philippines,7.3843,124.54809
St. John Vianney Minor Seminary,1958,Point(8.908864493 9.536870982),Nigeria,9.536870982,8.908864493
Q1662314,1958,Point(9.9025 50.0903),Germany,50.0903,9.9025
Mongolian University of Life Sciences,1958,Point(106.909 47.8867),Mongolia,47.8867,106.909
Ministry of the Interior Academy of the Republic of Belarus,1958,Point(27.57694445 53.91250001),Belarus,53.91250001,27.57694445
Beijing University of Chemical Technology,1958,Point(116.415277777 39.968888888),People's Republic of China,39.968888888,116.415277777
Quanzhou Normal University,1958,Point(118.667428 24.865656),People's Republic of China,24.865656,118.667428
Universidad Juárez Autónoma de Tabasco,1958,Point(-92.925 18.0083),Mexico,18.0083,-92.925
Ukhta State Technical University,1958,Point(53.6937 63.5567),Russia,63.5567,53.6937
Longyan University,1958,Point(117.019522 25.032222),People's Republic of China,25.032222,117.019522
Dr. Babasaheb Ambedkar Marathwada University,1958,Point(75.31211667 19.90496667),India,19.90496667,75.31211667
Janabadra University,1958,Point(110.357395924 -7.783855042),Indonesia,-7.783855042,110.357395924
North China Electric Power University,1958,Point(116.3042 40.0887),People's Republic of China,40.0887,116.3042
Tianjin University of Science and Technology,1958,Point(117.70754 39.0841),People's Republic of China,39.0841,117.70754
Ukrainian Engineering Pedagogics Academy,1958,Point(36.22999 49.98872),Ukraine,49.98872,36.22999
Jayabaya University,1958,Point(106.876639184 -6.17953258),Indonesia,-6.17953258,106.876639184
Minnan Normal University,1958,Point(117.645 24.5075),People's Republic of China,24.5075,117.645
Zhejiang A & F University,1958,Point(119.728361 30.256472),People's Republic of China,30.256472,119.728361
Central South University of Forestry and Technology,1958,Point(112.991924 28.13921),People's Republic of China,28.13921,112.991924
High School of Public Administration of Colombia. (ESAP),1958,Point(-74.09287 4.64445),Colombia,4.64445,-74.09287
East Kazakhstan Technical University,1958,Point(82.591 49.956861),Kazakhstan,49.956861,82.591
Guangzhou Medical University,1958,Point(130.363 46.7865),People's Republic of China,46.7865,130.363
Jiangxi University of Science and Technology,1958,Point(114.935558 25.860808),People's Republic of China,25.860808,114.935558
Jinggangshan University,1958,Point(115.02145 27.11335),People's Republic of China,27.11335,115.02145
Maulana Azad Medical College,1958,Point(77.2378822 28.6357398),India,28.6357398,77.2378822
China Medical University,1958,Point(120.681 24.1565),Taiwan,24.1565,120.681
University of the Salvador,1958,Point(-58.39291111 -34.59963889),Argentina,-34.59963889,-58.39291111
St. Anthony College,1958,Point(122.75705 11.57797),Philippines,11.57797,122.75705
Penza State University of Architecture and Construction,1958,Point(44.979583333 53.223416666),Russia,53.223416666,44.979583333
"California State University, Northridge",1958,Point(-118.528333333 34.241666666),United States,34.241666666,-118.528333333
Fuzhou University,1958,Point(119.193694444 26.059694444),People's Republic of China,26.059694444,119.193694444
University of Technology,1958,Point(-76.7441 18.0182),Jamaica,18.0182,-76.7441
The William Davidson Faculty of Industrial Engineering & Management,1958,Point(35.0243 32.774),Israel,32.774,35.0243
University of Texas Health Science Center at San Antonio,1959,Point(-98.576 29.506),United States,29.506,-98.576
Indian Institute of Technology Kanpur,1959,Point(80.23493 26.511383),India,26.511383,80.23493
Kherson National Technical University,1959,Point(32.6375 46.668611111),Ukraine,46.668611111,32.6375
Asian Institute of Technology,1959,Point(100.611355555 14.079116666),Thailand,14.079116666,100.611355555
Indian Institute of Technology Madras,1959,Point(80.233888888 12.991666666),India,12.991666666,80.233888888
Novosibirsk State University,1959,Point(83.097 54.8429),Russia,54.8429,83.097
Northwest Samar State University,1959,Point(124.59598 12.07083),Philippines,12.07083,124.59598
"Universidad Católica ""Nuestra Señora de la Asunción""",1959,Point(-57.6322 -25.281),Paraguay,-25.281,-57.6322
California Lutheran University,1959,Point(-118.878888888 34.224722222),United States,34.224722222,-118.878888888
"Akademie für Bildende Künste (Mainz, Germany)",1959,Point(8.25161 49.9985),Germany,49.9985,8.25161
Pavol Jozef Šafárik University in Košice,1959,Point(21.251111111 48.719444444),Slovakia,48.719444444,21.251111111
King Mongkut's University of Technology North Bangkok,1959,Point(100.514206 13.818811),Thailand,13.818811,100.514206
Jiangxi University of Traditional Chinese Medicine,1959,Point(115.7456 28.6775),People's Republic of China,28.6775,115.7456
Kobe City College of Nursing,1959,Point(135.0525 34.68638889),Japan,34.68638889,135.0525
Jnan Chandra Ghosh Polytechnic,1959,Point(88.318886 22.5283),India,22.5283,88.318886
Northern Transural State Аgricultural University,1959,Point(65.52778 57.16028),Russia,57.16028,65.52778
Osaka Shin-ai College,1959,Point(135.55769444 34.71116667),Japan,34.71116667,135.55769444
Tribhuvan University,1959,Point(85.2834629 27.6806722),Nepal,27.6806722,85.2834629
Takaoka University of Law,1959,Point(137.001 36.6695),Japan,36.6695,137.001
"Wafaq ul Madaris Al-Arabia, Pakistan",1959,Point(71.40229 30.1597042),Pakistan,30.1597042,71.40229
St. John Vianney College Seminary,1959,Point(-80.3381 25.7429),United States,25.7429,-80.3381
York University,1959,Point(-79.503611111 43.773055555),Canada,43.773055555,-79.503611111
Momoyama Gakuin University,1959,Point(135.455556 34.450833),Japan,34.450833,135.455556
Rochester Christian University,1959,Point(-83.145277777 42.667222222),United States,42.667222222,-83.145277777
National University of the Center of Peru,1959,Point(-75.237332 -12.0330464),Peru,-12.0330464,-75.237332
Penza State Academy of Technology,1959,Point(45.0005 53.224),Russia,53.224,45.0005
Trinity Christian College,1959,Point(-87.782972222 41.668944444),United States,41.668944444,-87.782972222
Okinawa International University,1959,Point(127.75361111 26.26194444),Japan,26.26194444,127.75361111
Pontifical Catholic University of Paraná,1959,Point(-49.2509087 -25.4513297),Brazil,-25.4513297,-49.2509087
University of Constantine the Philosopher,1959,Point(18.091 48.3085),Slovakia,48.3085,18.091
Academy of Public Administration and Governance,1959,Point(105.811530286 21.026250822),Vietnam,21.026250822,105.811530286
University of Mary,1959,Point(-100.75 46.72),United States,46.72,-100.75
Tahlee Bible College,1959,Point(152.000308997 -32.666792825),Australia,-32.666792825,152.000308997
Hanoi University,1959,Point(105.7952 20.9897),Vietnam,20.9897,105.7952
Beijing Institute of Fashion Technology,1959,Point(116.42474 39.97272),People's Republic of China,39.97272,116.42474
University of the Western Cape,1959,Point(18.6333 -33.9333),South Africa,-33.9333,18.6333
Protestant University in the Congo,1959,Point(15.3 -4.33),Democratic Republic of the Congo,-4.33,15.3
University of Texas at Arlington College of Engineering,1959,Point(-97.113838 32.732423),United States,32.732423,-97.113838
University of Zululand,1959,Point(31.841082 -28.858018),South Africa,-28.858018,31.841082
AKAD University,1959,Point(9.18182 48.7926),Germany,48.7926,9.18182
Babcock University,1959,Point(3.7187 6.894),Nigeria,6.894,3.7187
Pontifícia Universidade Católica de Goiás,1959,Point(-49.24388889 -16.67805556),Brazil,-16.67805556,-49.24388889
Temuco Catholic University,1959,Point(-72.6006 -38.7372),Chile,-38.7372,-72.6006
University of South Carolina Beaufort,1959,Point(-80.669166666 32.436388888),United States,32.436388888,-80.669166666
Northeastern University School of Journalism,1959,Point(-71.090739 42.338264),,42.338264,-71.090739
Nha Trang University,1959,Point(109.2 12.2703),Vietnam,12.2703,109.2
Heilongjiang University of Chinese Medicine,1959,Point(126.64948 45.72508),People's Republic of China,45.72508,126.64948
Patterson School of Diplomacy and International Commerce,1959,Point(-84.5045 38.0385),United States,38.0385,-84.5045
Eastern Michigan University College of Education,1959,Point(-83.62358333 42.24891667),United States,42.24891667,-83.62358333
Eastern Michigan University College of Arts and Sciences,1959,Point(-83.62258333 42.24958333),United States,42.24958333,-83.62258333
Anhui University of Finance and Economics,1959,Point(117.39 32.9255),People's Republic of China,32.9255,117.39
Félix Houphouët Boigny University,1959,Point(-3.986111 5.345556),Ivory Coast,5.345556,-3.986111
Shahid Beheshti University,1959,Point(51.393333333 35.802222222),Iran,35.802222222,51.393333333
"Dyal Singh College, Delhi",1959,Point(77.2307937 28.5905792),India,28.5905792,77.2307937
Mongolian University of Science and Technology,1959,Point(107.54416667 48.53861111),Mongolia,48.53861111,107.54416667
Tarumanagara University,1959,Point(106.789111111 -6.169416666),Indonesia,-6.169416666,106.789111111
Renison University College,1959,Point(-80.547222222 43.468611111),Canada,43.468611111,-80.547222222
Aichi Institute of Technology,1959,Point(137.1119 35.1836),Japan,35.1836,137.1119
Cor Jesu College,1959,Point(125.353611111 6.752222222),Philippines,6.752222222,125.353611111
University of Michigan–Dearborn,1959,Point(-83.233111111 42.319722222),United States,42.319722222,-83.233111111
National Textile University,1959,Point(73.1410928 31.4630455),Pakistan,31.4630455,73.1410928
Belgrade Polytechnic,1959,Point(20.490689911 44.80393713),Serbia,44.80393713,20.490689911
New England Bible College,1959,Point(-70.2518 43.6241),United States,43.6241,-70.2518
Washington State University,1959,Point(-117.1596 46.7252),United States,46.7252,-117.1596
Buenos Aires Institute of Technology,1959,Point(-58.406391927 -34.641507123),Argentina,-34.641507123,-58.406391927
Hillsdale Free Will Baptist College,1959,Point(-97.4911 35.3008),United States,35.3008,-97.4911
Saskatchewan Polytechnic,1959,Point(-106.6683 52.14271),Canada,52.14271,-106.6683
Atma Ram Sanatan Dharma College,1959,Point(77.1655 28.5912),India,28.5912,77.1655
"National Institute of Technology, Warangal",1959,Point(79.5328 17.9808),India,17.9808,79.5328
North Highland College,1959,Point(-3.53469 58.5857),United Kingdom,58.5857,-3.53469
Engineering Institute of Zaporizhzhia National University,1959,Point(35.10222222 47.86083333),Ukraine,47.86083333,35.10222222
Southeast Kentucky Community and Technical College,1960,Point(-82.998 36.966),United States,36.966,-82.998
Vinnytsia National Technical University,1960,Point(28.411788 49.2337651),Ukraine,49.2337651,28.411788
Universidad del Valle de  México,1960,Point(-99.1448 19.2968),Mexico,19.2968,-99.1448
Royal University of Phnom Penh,1960,Point(104.8914 11.569),Cambodia,11.569,104.8914
Thorneloe University,1960,Point(-80.9705 46.4631),Canada,46.4631,-80.9705
Universidade Federal de Santa Catarina,1960,Point(-48.52 -27.6011),Brazil,-27.6011,-48.52
National Academy of Environmental Protection and Resort Development,1960,Point(34.089 44.986),Ukraine,44.986,34.089
National Institute of Technology Karnataka,1960,Point(74.793667 13.009231),India,13.009231,74.793667
Tilka Manjhi Bhagalpur University,1960,Point(86.957852777 25.248936111),India,25.248936111,86.957852777
Sitananda College,1960,Point(87.971677 22.0158575),India,22.0158575,87.971677
Academia da Força Aérea,1960,Point(-47.33527778 -21.98527778),Brazil,-21.98527778,-47.33527778
Daiichi University of Pharmacy,1960,Point(130.419355 33.564228),Japan,33.564228,130.419355
University of Sports,1960,Point(19.80194444 41.33055556),Albania,41.33055556,19.80194444
Ohio Valley University,1960,Point(-81.5342 39.3044),United States,39.3044,-81.5342
Shanghai University of International Business and Economics,1960,Point(121.21751089 31.046547145),People's Republic of China,31.046547145,121.21751089
"Visvesvaraya National Institute of Technology, Nagpur",1960,Point(79.051588888 21.1263),India,21.1263,79.051588888
National Academy of Environmental Protection and Resort Development,1960,Point(34.089 44.986),Soviet Union,44.986,34.089
"Ohio State University, Lima Campus",1960,Point(-84.0277 40.7383),United States,40.7383,-84.0277
Vinh Long University of Technology and Education,1960,Point(105.96217 10.25007),Vietnam,10.25007,105.96217
Huaqiao University,1960,Point(118.644104 25.142798),People's Republic of China,25.142798,118.644104
"Maulana Azad National Institute of Technology, Bhopal",1960,Point(77.40829444 23.21555556),India,23.21555556,77.40829444
Foreign Trade University,1960,Point(105.805 21.023),Vietnam,21.023,105.805
"National Institute of Technology, Durgapur",1960,Point(87.29138889 23.54833333),India,23.54833333,87.29138889
Taipei Medical University,1960,Point(121.561 25.025),Taiwan,25.025,121.561
"National Institute of Technology, Srinagar",1960,Point(74.83972222 34.125),India,34.125,74.83972222
King Mongkut's University of Technology Thonburi,1960,Point(100.49555 13.65155278),Thailand,13.65155278,100.49555
Zhytomyr State Technological University,1960,Point(28.63777778 50.24416667),Ukraine,50.24416667,28.63777778
Universitas Pasundan,1960,Point(107.593244997 -6.864542049),Indonesia,-6.864542049,107.593244997
Northeastern State University,1960,Point(150.793512 59.563905),Russia,59.563905,150.793512
Juan Agustín Maza University,1960,Point(-68.811697 -32.898624),Argentina,-32.898624,-68.811697
University of Novi Sad,1960,Point(19.853974 45.247485),Serbia,45.247485,19.853974
University of Kalyani,1960,Point(88.4464452 22.9861788),India,22.9861788,88.4464452
Universidade Federal de Goiás,1960,Point(-49.261138888 -16.604916666),Brazil,-16.604916666,-49.261138888
Kremenchuk Mykhailo Ostrohradskyi National University,1960,Point(33.4103 49.0603),Ukraine,49.0603,33.4103
Point Park University,1960,Point(-80.001944444 40.438611111),United States,40.438611111,-80.001944444
Chernihiv Polytechnic National University,1960,Point(31.335 51.50527778),Ukraine,51.50527778,31.335
King Mongkut's Institute of Technology Ladkrabang,1960,Point(100.780125 13.726725),Thailand,13.726725,100.780125
University of Pamplona,1960,Point(-72.649995 7.385946),Colombia,7.385946,-72.649995
Universidade Católica de Pelotas,1960,Point(-52.341002 -31.774585),Brazil,-31.774585,-52.341002
Federal University of Juiz de Fora,1960,Point(-43.36708 -21.777943),Brazil,-21.777943,-43.36708
Ranchi University,1960,Point(85.321608333 23.387830555),India,23.387830555,85.321608333
G. B. Pant University of Agriculture and Technology,1960,Point(79.487941666 29.022863888),India,29.022863888,79.487941666
"California State University, Dominguez Hills",1960,Point(-118.256111111 33.864722222),United States,33.864722222,-118.256111111
Nanjing University of Information Science and Technology,1960,Point(118.72166667 32.20722222),People's Republic of China,32.20722222,118.72166667
Autonomous University of Guerrero,1960,Point(-99.4956 17.5368),Mexico,17.5368,-99.4956
People's Liberation Army Academy of Art,1960,Point(116.325 39.9559),People's Republic of China,39.9559,116.325
Capital Medical University,1960,Point(116.3529685 39.86671),People's Republic of China,39.86671,116.3529685
EAFIT University,1960,Point(-75.57868611 6.19973333),Colombia,6.19973333,-75.57868611
Cherkasy State Technological University,1960,Point(32.098588888 49.421272222),Ukraine,49.421272222,32.098588888
Rostov State Academy of Agricultural Machinery,1960,Point(39.7576 47.2493),Russia,47.2493,39.7576
Jamia Madania Angura Mohammadpur,1960,Point(92.118 24.8591),Bangladesh,24.8591,92.118
Sriwijaya University,1960,Point(104.734333333 -2.986444444),Indonesia,-2.986444444,104.734333333
"University of California, San Diego",1960,Point(-117.238055555 32.881111111),United States,32.881111111,-117.238055555
